cell_id,Cell,Batch,Cell_type,ExpLibSize,Group
Cell821,Cell821,Sample1,Cell_type1,63717.1440178942,Group1
Cell823,Cell823,Sample1,Cell_type3,57196.3322175478,Group3
Cell825,Cell825,Sample1,Cell_type2,63739.1387540479,Group2
Cell827,Cell827,Sample1,Cell_type1,59995.8522323312,Group1
Cell829,Cell829,Sample1,Cell_type3,60477.6493856577,Group3
Cell831,Cell831,Sample1,Cell_type3,53638.371197845,Group3
Cell833,Cell833,Sample1,Cell_type1,50439.5251482,Group1
Cell835,Cell835,Sample1,Cell_type3,63792.0422029553,Group3
Cell837,Cell837,Sample1,Cell_type3,76637.7277829968,Group3
Cell839,Cell839,Sample1,Cell_type3,45434.0205423394,Group3
Cell841,Cell841,Sample1,Cell_type1,45097.9646688413,Group1
Cell843,Cell843,Sample1,Cell_type3,60025.6687005705,Group3
Cell845,Cell845,Sample1,Cell_type2,49770.3288921703,Group2
Cell847,Cell847,Sample1,Cell_type3,82414.6087203677,Group3
Cell849,Cell849,Sample1,Cell_type3,91203.0521500348,Group3
Cell851,Cell851,Sample1,Cell_type3,46158.7735065931,Group3
Cell853,Cell853,Sample1,Cell_type3,44598.6194285729,Group3
Cell855,Cell855,Sample1,Cell_type3,75977.0410064645,Group3
Cell857,Cell857,Sample1,Cell_type1,57922.7444560654,Group1
Cell859,Cell859,Sample1,Cell_type1,42948.1671208534,Group1
Cell861,Cell861,Sample1,Cell_type3,73087.4330668571,Group3
Cell863,Cell863,Sample1,Cell_type3,54724.0481529378,Group3
Cell865,Cell865,Sample1,Cell_type1,66350.7532454462,Group1
Cell867,Cell867,Sample1,Cell_type3,36652.3749291842,Group3
Cell869,Cell869,Sample1,Cell_type3,44764.8680985514,Group3
Cell871,Cell871,Sample1,Cell_type2,56074.7508569927,Group2
Cell873,Cell873,Sample1,Cell_type3,56155.6245345096,Group3
Cell875,Cell875,Sample1,Cell_type2,52217.8143450303,Group2
Cell877,Cell877,Sample1,Cell_type3,73179.9210057763,Group3
Cell879,Cell879,Sample1,Cell_type3,68752.7574322476,Group3
Cell881,Cell881,Sample1,Cell_type3,73033.8131900393,Group3
Cell883,Cell883,Sample1,Cell_type3,64987.8388803375,Group3
Cell885,Cell885,Sample1,Cell_type1,44510.8415060358,Group1
Cell887,Cell887,Sample1,Cell_type1,80108.3769152324,Group1
Cell889,Cell889,Sample1,Cell_type3,49025.5590846477,Group3
Cell891,Cell891,Sample1,Cell_type2,67972.9677817976,Group2
Cell893,Cell893,Sample1,Cell_type1,73658.9630570413,Group1
Cell895,Cell895,Sample1,Cell_type1,54993.0523772678,Group1
Cell897,Cell897,Sample1,Cell_type3,50328.7597998305,Group3
Cell899,Cell899,Sample1,Cell_type3,74795.3109330765,Group3
Cell901,Cell901,Sample1,Cell_type3,58257.0905857366,Group3
Cell903,Cell903,Sample1,Cell_type3,33712.0252309702,Group3
Cell905,Cell905,Sample1,Cell_type1,85792.9086543221,Group1
Cell907,Cell907,Sample1,Cell_type3,63809.4407517853,Group3
Cell909,Cell909,Sample1,Cell_type2,83477.7925770336,Group2
Cell911,Cell911,Sample1,Cell_type1,50735.3221084541,Group1
Cell913,Cell913,Sample1,Cell_type2,57346.2646956862,Group2
Cell915,Cell915,Sample1,Cell_type1,49472.037661916,Group1
Cell917,Cell917,Sample1,Cell_type3,55515.580686008,Group3
Cell919,Cell919,Sample1,Cell_type2,69809.509166151,Group2
Cell921,Cell921,Sample1,Cell_type3,87412.8843643034,Group3
Cell923,Cell923,Sample1,Cell_type3,69086.667022843,Group3
Cell925,Cell925,Sample1,Cell_type2,54295.5589218744,Group2
Cell927,Cell927,Sample1,Cell_type3,61008.3470796881,Group3
Cell929,Cell929,Sample1,Cell_type3,62362.2698199893,Group3
Cell931,Cell931,Sample1,Cell_type2,45882.2917735854,Group2
Cell933,Cell933,Sample1,Cell_type1,74863.6359771489,Group1
Cell935,Cell935,Sample1,Cell_type3,59683.0984034684,Group3
Cell937,Cell937,Sample1,Cell_type1,45656.4832397605,Group1
Cell939,Cell939,Sample1,Cell_type2,53416.6344192408,Group2
Cell941,Cell941,Sample1,Cell_type3,62593.986735653,Group3
Cell943,Cell943,Sample1,Cell_type3,54400.4923911739,Group3
Cell945,Cell945,Sample1,Cell_type2,51967.2818355806,Group2
Cell947,Cell947,Sample1,Cell_type3,54139.3018851777,Group3
Cell949,Cell949,Sample1,Cell_type2,54331.6636884084,Group2
Cell951,Cell951,Sample1,Cell_type3,56698.7193756011,Group3
Cell953,Cell953,Sample1,Cell_type2,64524.5313186101,Group2
Cell955,Cell955,Sample1,Cell_type2,59883.0180292542,Group2
Cell957,Cell957,Sample1,Cell_type2,50966.5660844955,Group2
Cell959,Cell959,Sample1,Cell_type1,73489.1208766345,Group1
Cell961,Cell961,Sample1,Cell_type2,61202.2523107877,Group2
Cell963,Cell963,Sample1,Cell_type2,59715.0496514973,Group2
Cell965,Cell965,Sample1,Cell_type2,52404.7347662799,Group2
Cell967,Cell967,Sample1,Cell_type1,43750.8059750876,Group1
Cell969,Cell969,Sample1,Cell_type2,58606.914192659,Group2
Cell971,Cell971,Sample1,Cell_type1,63205.1192061715,Group1
Cell973,Cell973,Sample1,Cell_type1,62445.557620656,Group1
Cell975,Cell975,Sample1,Cell_type3,78169.4027936349,Group3
Cell977,Cell977,Sample1,Cell_type1,51098.0579574301,Group1
Cell979,Cell979,Sample1,Cell_type2,50957.6482639032,Group2
Cell981,Cell981,Sample1,Cell_type1,79513.5105392725,Group1
Cell983,Cell983,Sample1,Cell_type3,73443.8235376628,Group3
Cell985,Cell985,Sample1,Cell_type2,30799.3749054965,Group2
Cell987,Cell987,Sample1,Cell_type2,53206.6665221779,Group2
Cell989,Cell989,Sample1,Cell_type3,50190.9146968082,Group3
Cell991,Cell991,Sample1,Cell_type3,78188.6075863211,Group3
Cell993,Cell993,Sample1,Cell_type2,71461.8309119135,Group2
Cell995,Cell995,Sample1,Cell_type2,57960.4891339145,Group2
Cell997,Cell997,Sample1,Cell_type1,52380.4233342723,Group1
Cell999,Cell999,Sample1,Cell_type3,63685.4311706353,Group3
Cell1001,Cell1001,Sample1,Cell_type3,69322.9981433458,Group3
Cell1003,Cell1003,Sample1,Cell_type1,39992.4536037639,Group1
Cell1005,Cell1005,Sample1,Cell_type3,46581.8082545509,Group3
Cell1007,Cell1007,Sample1,Cell_type3,69714.6614977478,Group3
Cell1009,Cell1009,Sample1,Cell_type3,58548.2519163277,Group3
Cell1011,Cell1011,Sample1,Cell_type2,67807.0015616977,Group2
Cell1013,Cell1013,Sample1,Cell_type3,49388.1223243376,Group3
Cell1015,Cell1015,Sample1,Cell_type2,55523.8658811459,Group2
Cell1017,Cell1017,Sample1,Cell_type3,44689.9209263812,Group3
Cell1019,Cell1019,Sample1,Cell_type3,55821.6009189149,Group3
Cell1021,Cell1021,Sample1,Cell_type1,64033.4200783321,Group1
Cell1023,Cell1023,Sample1,Cell_type2,41008.5067646163,Group2
Cell1025,Cell1025,Sample1,Cell_type3,74718.514386846,Group3
Cell1027,Cell1027,Sample1,Cell_type2,78532.7214800518,Group2
Cell1029,Cell1029,Sample1,Cell_type1,76513.5961360484,Group1
Cell1031,Cell1031,Sample1,Cell_type1,49309.8126254654,Group1
Cell1033,Cell1033,Sample1,Cell_type3,57816.4319039313,Group3
Cell1035,Cell1035,Sample1,Cell_type3,69171.7497430054,Group3
Cell1037,Cell1037,Sample1,Cell_type2,49833.7845145419,Group2
Cell1039,Cell1039,Sample1,Cell_type3,43285.2512486909,Group3
Cell1041,Cell1041,Sample1,Cell_type3,64415.9548207405,Group3
Cell1043,Cell1043,Sample1,Cell_type3,54527.7021990247,Group3
Cell1045,Cell1045,Sample1,Cell_type2,72005.9389705112,Group2
Cell1047,Cell1047,Sample1,Cell_type3,81191.262009998,Group3
Cell1049,Cell1049,Sample1,Cell_type3,65035.8756700851,Group3
Cell1051,Cell1051,Sample1,Cell_type2,41043.0720759401,Group2
Cell1053,Cell1053,Sample1,Cell_type3,70001.0870299658,Group3
Cell1055,Cell1055,Sample1,Cell_type3,61662.926136906,Group3
Cell1057,Cell1057,Sample1,Cell_type2,50848.3892467373,Group2
Cell1059,Cell1059,Sample1,Cell_type1,89235.5938215841,Group1
Cell1061,Cell1061,Sample1,Cell_type2,64104.3277451617,Group2
Cell1063,Cell1063,Sample1,Cell_type1,45025.5352568268,Group1
Cell1065,Cell1065,Sample1,Cell_type3,61113.8281351391,Group3
Cell1067,Cell1067,Sample1,Cell_type2,43288.1371938147,Group2
Cell1069,Cell1069,Sample1,Cell_type3,56205.7436929605,Group3
Cell1071,Cell1071,Sample1,Cell_type3,47602.878876192,Group3
Cell1073,Cell1073,Sample1,Cell_type2,49663.0855719755,Group2
Cell1075,Cell1075,Sample1,Cell_type3,38763.5353172518,Group3
Cell1077,Cell1077,Sample1,Cell_type1,70666.4632830928,Group1
Cell1079,Cell1079,Sample1,Cell_type3,63395.7500201407,Group3
Cell1081,Cell1081,Sample1,Cell_type2,83075.2066223033,Group2
Cell1083,Cell1083,Sample1,Cell_type3,89017.6931351724,Group3
Cell1085,Cell1085,Sample1,Cell_type2,70495.6181258555,Group2
Cell1087,Cell1087,Sample1,Cell_type2,72464.7513304334,Group2
Cell1089,Cell1089,Sample1,Cell_type3,48269.8350145695,Group3
Cell1091,Cell1091,Sample1,Cell_type2,40649.2327826759,Group2
Cell1093,Cell1093,Sample1,Cell_type3,87072.1800461193,Group3
Cell1095,Cell1095,Sample1,Cell_type1,55534.4253379487,Group1
Cell1097,Cell1097,Sample1,Cell_type3,56939.6416755772,Group3
Cell1099,Cell1099,Sample1,Cell_type2,59472.5666118,Group2
Cell1101,Cell1101,Sample1,Cell_type3,85644.9709989436,Group3
Cell1103,Cell1103,Sample1,Cell_type3,49189.628050222,Group3
Cell1105,Cell1105,Sample1,Cell_type3,54154.4628037716,Group3
Cell1107,Cell1107,Sample1,Cell_type3,53198.8446826345,Group3
Cell1109,Cell1109,Sample1,Cell_type3,69969.4441217199,Group3
Cell1111,Cell1111,Sample1,Cell_type2,57733.7295785186,Group2
Cell1113,Cell1113,Sample1,Cell_type3,71758.8234661785,Group3
Cell1115,Cell1115,Sample1,Cell_type3,62016.2856102654,Group3
Cell1117,Cell1117,Sample1,Cell_type3,63968.8538136755,Group3
Cell1119,Cell1119,Sample1,Cell_type3,58423.0467864321,Group3
Cell1121,Cell1121,Sample1,Cell_type3,53920.0341415627,Group3
Cell1123,Cell1123,Sample1,Cell_type1,69571.7498848906,Group1
Cell1125,Cell1125,Sample1,Cell_type2,56489.7074668235,Group2
Cell1127,Cell1127,Sample1,Cell_type1,69029.1442971076,Group1
Cell1129,Cell1129,Sample1,Cell_type3,76566.2396208696,Group3
Cell1131,Cell1131,Sample1,Cell_type3,61430.5169296686,Group3
Cell1133,Cell1133,Sample1,Cell_type2,37694.6122503632,Group2
Cell1135,Cell1135,Sample1,Cell_type2,68450.445400186,Group2
Cell1137,Cell1137,Sample1,Cell_type3,50641.6545035453,Group3
Cell1139,Cell1139,Sample1,Cell_type2,73618.9986626338,Group2
Cell1141,Cell1141,Sample1,Cell_type3,60273.7194288833,Group3
Cell1143,Cell1143,Sample1,Cell_type2,56325.8551390992,Group2
Cell1145,Cell1145,Sample1,Cell_type2,60453.8799480183,Group2
Cell1147,Cell1147,Sample1,Cell_type3,61109.4777116382,Group3
Cell1149,Cell1149,Sample1,Cell_type3,82511.7996074113,Group3
Cell1151,Cell1151,Sample1,Cell_type3,48970.6679355296,Group3
Cell1153,Cell1153,Sample1,Cell_type2,61263.3709389645,Group2
Cell1155,Cell1155,Sample1,Cell_type1,57329.8057293074,Group1
Cell1157,Cell1157,Sample1,Cell_type1,70868.8995133861,Group1
Cell1159,Cell1159,Sample1,Cell_type3,56958.9031965494,Group3
Cell1161,Cell1161,Sample1,Cell_type3,55674.07423563,Group3
Cell1163,Cell1163,Sample1,Cell_type3,68274.8932388019,Group3
Cell1165,Cell1165,Sample1,Cell_type3,49168.5234960516,Group3
Cell1167,Cell1167,Sample1,Cell_type2,67702.2295947166,Group2
Cell1169,Cell1169,Sample1,Cell_type2,75820.6804960596,Group2
Cell1171,Cell1171,Sample1,Cell_type3,70776.6854683918,Group3
Cell1173,Cell1173,Sample1,Cell_type3,58136.4847936806,Group3
Cell1175,Cell1175,Sample1,Cell_type3,46189.7620080139,Group3
Cell1177,Cell1177,Sample1,Cell_type3,44816.6971122856,Group3
Cell1179,Cell1179,Sample1,Cell_type3,39345.7254208114,Group3
Cell1181,Cell1181,Sample1,Cell_type1,76575.2763012338,Group1
Cell1183,Cell1183,Sample1,Cell_type3,47768.9234287513,Group3
Cell1185,Cell1185,Sample1,Cell_type1,53953.7931273772,Group1
Cell1187,Cell1187,Sample1,Cell_type3,47090.2412487993,Group3
Cell1189,Cell1189,Sample1,Cell_type2,72161.1788626707,Group2
Cell1191,Cell1191,Sample1,Cell_type3,82510.7728348057,Group3
Cell1193,Cell1193,Sample1,Cell_type3,59602.2605503158,Group3
Cell1195,Cell1195,Sample1,Cell_type1,75596.6625545541,Group1
Cell1197,Cell1197,Sample1,Cell_type3,76630.1310715078,Group3
Cell1199,Cell1199,Sample1,Cell_type2,67635.8516364755,Group2
Cell1201,Cell1201,Sample1,Cell_type3,72555.3241591196,Group3
Cell1203,Cell1203,Sample1,Cell_type2,59226.4558777324,Group2
Cell1205,Cell1205,Sample1,Cell_type2,43742.2749348894,Group2
Cell1207,Cell1207,Sample1,Cell_type3,75342.8696702887,Group3
Cell1209,Cell1209,Sample1,Cell_type2,56227.3192711661,Group2
Cell1211,Cell1211,Sample1,Cell_type2,83105.9528559237,Group2
Cell1213,Cell1213,Sample1,Cell_type1,54958.8512697985,Group1
Cell1215,Cell1215,Sample1,Cell_type1,45761.6365748945,Group1
Cell1217,Cell1217,Sample1,Cell_type3,44760.500989412,Group3
Cell1219,Cell1219,Sample1,Cell_type3,49928.6909689908,Group3
Cell1221,Cell1221,Sample1,Cell_type2,44336.4771338911,Group2
Cell1223,Cell1223,Sample1,Cell_type3,67964.9643524628,Group3
Cell1225,Cell1225,Sample1,Cell_type2,59128.9205696064,Group2
Cell1227,Cell1227,Sample1,Cell_type2,46768.4526259082,Group2
Cell1229,Cell1229,Sample1,Cell_type3,56148.5962723761,Group3
Cell1231,Cell1231,Sample1,Cell_type2,44917.9654998781,Group2
Cell1233,Cell1233,Sample1,Cell_type1,58771.8033544356,Group1
Cell1235,Cell1235,Sample1,Cell_type2,55915.3533114659,Group2
Cell1237,Cell1237,Sample1,Cell_type3,78627.5924594028,Group3
Cell1239,Cell1239,Sample1,Cell_type2,66745.0242601083,Group2
Cell1241,Cell1241,Sample1,Cell_type1,75547.659707243,Group1
Cell1243,Cell1243,Sample1,Cell_type3,36422.9583164174,Group3
Cell1245,Cell1245,Sample1,Cell_type1,65219.6261873619,Group1
Cell1247,Cell1247,Sample1,Cell_type1,69563.0983071326,Group1
Cell1249,Cell1249,Sample1,Cell_type3,77847.1050841285,Group3
Cell1251,Cell1251,Sample1,Cell_type3,50957.1115326395,Group3
Cell1253,Cell1253,Sample1,Cell_type2,53190.3698853265,Group2
Cell1255,Cell1255,Sample1,Cell_type3,68927.992475135,Group3
Cell1257,Cell1257,Sample1,Cell_type3,52337.5158488686,Group3
Cell1259,Cell1259,Sample1,Cell_type2,78149.8607066104,Group2
Cell1261,Cell1261,Sample1,Cell_type3,66780.4228170447,Group3
Cell1263,Cell1263,Sample1,Cell_type3,58770.0632227813,Group3
Cell1265,Cell1265,Sample1,Cell_type3,63201.2448824954,Group3
Cell1267,Cell1267,Sample1,Cell_type1,67048.8574231687,Group1
Cell1269,Cell1269,Sample1,Cell_type2,68746.8407071943,Group2
Cell1271,Cell1271,Sample1,Cell_type3,58324.5251037834,Group3
Cell1273,Cell1273,Sample1,Cell_type3,53942.2704485518,Group3
Cell1275,Cell1275,Sample1,Cell_type2,54008.4075096988,Group2
Cell1277,Cell1277,Sample1,Cell_type3,61619.9809612639,Group3
Cell1279,Cell1279,Sample1,Cell_type2,74886.3395558252,Group2
Cell1281,Cell1281,Sample1,Cell_type2,72141.8621121578,Group2
Cell1283,Cell1283,Sample1,Cell_type2,76266.8138694144,Group2
Cell1285,Cell1285,Sample1,Cell_type3,73122.4319609985,Group3
Cell1287,Cell1287,Sample1,Cell_type2,52788.183216559,Group2
Cell1289,Cell1289,Sample1,Cell_type1,50848.1462970698,Group1
Cell1291,Cell1291,Sample1,Cell_type3,56671.7467917622,Group3
Cell1293,Cell1293,Sample1,Cell_type3,64991.546674844,Group3
Cell1295,Cell1295,Sample1,Cell_type2,69750.4299866153,Group2
Cell1297,Cell1297,Sample1,Cell_type3,47034.900655649,Group3
Cell1299,Cell1299,Sample1,Cell_type2,59442.2142560234,Group2
Cell1301,Cell1301,Sample1,Cell_type3,62998.2695475018,Group3
Cell1303,Cell1303,Sample1,Cell_type3,73535.3439496523,Group3
Cell1305,Cell1305,Sample1,Cell_type3,69156.1865995712,Group3
Cell1307,Cell1307,Sample1,Cell_type3,70526.7200137324,Group3
Cell1309,Cell1309,Sample1,Cell_type3,59929.3693982674,Group3
Cell1311,Cell1311,Sample1,Cell_type3,69923.6098781203,Group3
Cell1313,Cell1313,Sample1,Cell_type2,49676.1243050612,Group2
Cell1315,Cell1315,Sample1,Cell_type3,77482.9203791582,Group3
Cell1317,Cell1317,Sample1,Cell_type3,69080.3211677447,Group3
Cell1319,Cell1319,Sample1,Cell_type3,51842.3518441355,Group3
Cell1321,Cell1321,Sample1,Cell_type2,56493.2017076142,Group2
Cell1323,Cell1323,Sample1,Cell_type1,55855.4524082392,Group1
Cell1325,Cell1325,Sample1,Cell_type1,54224.0412907744,Group1
Cell1327,Cell1327,Sample1,Cell_type3,46241.2903062529,Group3
Cell1329,Cell1329,Sample1,Cell_type1,79752.2920591066,Group1
Cell1331,Cell1331,Sample1,Cell_type3,59130.3516099312,Group3
Cell1333,Cell1333,Sample1,Cell_type3,53705.5359553524,Group3
Cell1335,Cell1335,Sample1,Cell_type1,58604.1135128327,Group1
Cell1337,Cell1337,Sample1,Cell_type2,58053.9067168683,Group2
Cell1339,Cell1339,Sample1,Cell_type2,74262.1287549132,Group2
Cell1341,Cell1341,Sample1,Cell_type2,64823.7756273313,Group2
Cell1343,Cell1343,Sample1,Cell_type3,54347.3885636983,Group3
Cell1345,Cell1345,Sample1,Cell_type3,71282.739082562,Group3
Cell1347,Cell1347,Sample1,Cell_type3,71858.2257635556,Group3
Cell1349,Cell1349,Sample1,Cell_type2,72327.6087356472,Group2
Cell1351,Cell1351,Sample1,Cell_type3,58062.4558710022,Group3
Cell1353,Cell1353,Sample1,Cell_type3,48178.8318883513,Group3
Cell1355,Cell1355,Sample1,Cell_type2,53311.2658161225,Group2
Cell1357,Cell1357,Sample1,Cell_type3,55171.7693539013,Group3
Cell1359,Cell1359,Sample1,Cell_type2,67818.1312533774,Group2
Cell1361,Cell1361,Sample1,Cell_type1,51773.3035995813,Group1
Cell1363,Cell1363,Sample1,Cell_type3,52314.0114284593,Group3
Cell1365,Cell1365,Sample1,Cell_type2,82820.4192107471,Group2
Cell1367,Cell1367,Sample1,Cell_type1,51278.5825834385,Group1
Cell1369,Cell1369,Sample1,Cell_type3,74083.4444872956,Group3
Cell1371,Cell1371,Sample1,Cell_type2,56608.986108144,Group2
Cell1373,Cell1373,Sample1,Cell_type3,55545.6759483059,Group3
Cell1375,Cell1375,Sample1,Cell_type3,76962.5160614505,Group3
Cell1377,Cell1377,Sample1,Cell_type3,89970.2558198692,Group3
Cell1379,Cell1379,Sample1,Cell_type1,79017.854767424,Group1
Cell1381,Cell1381,Sample1,Cell_type1,66134.2930502796,Group1
Cell1383,Cell1383,Sample1,Cell_type1,44715.8947833459,Group1
Cell1385,Cell1385,Sample1,Cell_type3,88006.5370549764,Group3
Cell1387,Cell1387,Sample1,Cell_type1,52035.0642008827,Group1
Cell1389,Cell1389,Sample1,Cell_type2,47247.3964187583,Group2
Cell1391,Cell1391,Sample1,Cell_type2,58278.8547707966,Group2
Cell1393,Cell1393,Sample1,Cell_type3,73517.5624479008,Group3
Cell1395,Cell1395,Sample1,Cell_type3,57891.1729753335,Group3
Cell1397,Cell1397,Sample1,Cell_type1,72441.9037171055,Group1
Cell1399,Cell1399,Sample1,Cell_type3,81998.711474524,Group3
Cell1401,Cell1401,Sample1,Cell_type3,67031.0845425792,Group3
Cell1403,Cell1403,Sample1,Cell_type3,78774.7344042668,Group3
Cell1405,Cell1405,Sample1,Cell_type1,52274.9066356318,Group1
Cell1407,Cell1407,Sample1,Cell_type3,56492.3195888193,Group3
Cell1409,Cell1409,Sample1,Cell_type1,59773.1157789065,Group1
Cell1411,Cell1411,Sample1,Cell_type2,55401.3588938525,Group2
Cell1413,Cell1413,Sample1,Cell_type1,77304.7883480399,Group1
Cell1415,Cell1415,Sample1,Cell_type3,59512.2670651999,Group3
Cell1417,Cell1417,Sample1,Cell_type3,77807.5498596402,Group3
Cell1419,Cell1419,Sample1,Cell_type3,60569.9454600229,Group3
Cell1421,Cell1421,Sample1,Cell_type3,59633.9927536721,Group3
Cell1423,Cell1423,Sample1,Cell_type1,55684.3581213285,Group1
Cell1425,Cell1425,Sample1,Cell_type3,63993.7404486368,Group3
Cell1427,Cell1427,Sample1,Cell_type3,57325.9382199496,Group3
Cell1429,Cell1429,Sample1,Cell_type2,73580.8764122741,Group2
Cell1431,Cell1431,Sample1,Cell_type3,60267.7161010731,Group3
Cell1433,Cell1433,Sample1,Cell_type3,57661.3959522337,Group3
Cell1435,Cell1435,Sample1,Cell_type2,64187.2539548891,Group2
Cell1437,Cell1437,Sample1,Cell_type3,60903.7090361166,Group3
Cell1439,Cell1439,Sample1,Cell_type3,49451.8193255457,Group3
Cell1441,Cell1441,Sample1,Cell_type1,54041.965393264,Group1
Cell1443,Cell1443,Sample1,Cell_type2,43842.261054733,Group2
Cell1445,Cell1445,Sample1,Cell_type3,59016.7287013362,Group3
Cell1447,Cell1447,Sample1,Cell_type2,63173.1102851772,Group2
Cell1449,Cell1449,Sample1,Cell_type3,52239.482289385,Group3
Cell1451,Cell1451,Sample1,Cell_type2,52027.2486132692,Group2
Cell1453,Cell1453,Sample1,Cell_type3,45451.7218064943,Group3
Cell1455,Cell1455,Sample1,Cell_type3,59898.7497361349,Group3
Cell1457,Cell1457,Sample1,Cell_type3,54750.6637765885,Group3
Cell1459,Cell1459,Sample1,Cell_type1,50014.9648829579,Group1
Cell1461,Cell1461,Sample1,Cell_type3,49239.0449704582,Group3
Cell1463,Cell1463,Sample1,Cell_type2,37848.4262098944,Group2
Cell1465,Cell1465,Sample1,Cell_type3,74518.3642669453,Group3
Cell1467,Cell1467,Sample1,Cell_type2,42102.3946584149,Group2
Cell1469,Cell1469,Sample1,Cell_type3,40174.2950280941,Group3
Cell1471,Cell1471,Sample1,Cell_type3,62980.2682483194,Group3
Cell1473,Cell1473,Sample1,Cell_type1,103746.800177054,Group1
Cell1475,Cell1475,Sample1,Cell_type3,84248.7945500169,Group3
Cell1477,Cell1477,Sample1,Cell_type3,81370.5003312612,Group3
Cell1479,Cell1479,Sample1,Cell_type1,62341.6354270516,Group1
Cell1481,Cell1481,Sample1,Cell_type3,48979.6088469733,Group3
Cell1483,Cell1483,Sample1,Cell_type3,72314.6794683094,Group3
Cell1485,Cell1485,Sample1,Cell_type1,46634.0567899404,Group1
Cell1487,Cell1487,Sample1,Cell_type3,62421.5989120839,Group3
Cell1489,Cell1489,Sample1,Cell_type3,69967.7772946008,Group3
Cell1491,Cell1491,Sample1,Cell_type3,46193.7395410765,Group3
Cell1493,Cell1493,Sample1,Cell_type3,45756.6620261016,Group3
Cell1495,Cell1495,Sample1,Cell_type2,56552.479800208,Group2
Cell1497,Cell1497,Sample1,Cell_type3,85619.8586519371,Group3
Cell1499,Cell1499,Sample1,Cell_type2,61758.0470030066,Group2
Cell1501,Cell1501,Sample1,Cell_type3,58929.1146743237,Group3
Cell1503,Cell1503,Sample1,Cell_type3,46771.6310673923,Group3
Cell1505,Cell1505,Sample1,Cell_type1,49131.0090430054,Group1
Cell1507,Cell1507,Sample1,Cell_type3,57776.6694366431,Group3
Cell1509,Cell1509,Sample1,Cell_type1,69816.2397154862,Group1
Cell1511,Cell1511,Sample1,Cell_type2,71334.3603757805,Group2
Cell1513,Cell1513,Sample1,Cell_type1,53847.3636867153,Group1
